plot,tag,jday,year,spp,dend.num,ref.dend,ref.dbh,prev.dend,dend,dbh,hole,status,Need New Band?,notes,ref.notes
H1,314,228,2023,hem,2,60.65,51.2,83.97,84.49,,Inner,Alive,No,,
H1,317,228,2023,rm,2,53.13,27.1,109.18,113.64,,Inner,Alive,Yes,new 18.27,need new band dbh: 28.7
H1,318,228,2023,rm,3,57.72,25.5,109.28,112.08,26.25,Inner,Alive,Yes,Need to remake new band weirdly short,needs new band dbh:26.6
H1,319,228,2023,hem,2,34.52,48.4,64.97,66.45,,Inner,Alive,No,,
H1,320,228,2023,wp,2,42.27,31.9,67.11,70.52,,Outer,Alive,No,Inner 45.72,closer hole: 37.82
H1,321,228,2023,rm,2,45.25,28.7,55.59,55.9,,Inner,Alive,No,,
H1,323,228,2023,rm,1,47.76,16.2,59.75,60.49,,Inner,Alive,No,,
H1,326,228,2023,rm,2,28.29,14.9,31.16,31.23,,Outer,Alive,No,Inner 20.29,
H1,807,228,2023,hem,1,9.36,10.5,22.04,22.26,,Inner,Stressed,No,,Snapped in half
H1,841,228,2023,hem,2,75.20,14.40,,dead,,Inner,Alive,No,,
H1,841,228,2023,hem,3,13.85,14.40,22.8,23.21,dead,Inner,Dead,No,,snapped 6 m
H1,842,228,2023,hem,1,36.45,11.6,64.78,65.48,,Inner,Alive,No,,needs new band
H1,842,228,2023,hem,2,,,8.33,8.29,,Inner,Alive,No,,
H1,843,228,2023,hem,1,36.35,11.9,60.25,61.16,,Inner,Alive,No,,needs new band
H1,843,228,2023,hem,2,,,13.51,13.58,,Inner,Alive,No,,
H1,844,228,2023,hem,1,24.13,11.3,37.75,38.23,,Inner,Alive,No,,bent
H1,899,228,2023,hem,2,17.73,13.1,36.14,37.41,,Inner,Alive,No,,
H2,327,228,2023,hem,2,29.58,34.8,36.54,37.17,,Inner,Alive,No,,
H2,329,228,2023,rm,2,38.18,19.7,42.4,42.51,,Inner,Alive,No,,
H2,330,228,2023,hem,1,28.21,24.6,28.33,28.6,,Inner,Alive,No,,
H2,331,228,2023,hem,1,46.88,19.9,49.54,50.01,,Inner,Alive,No,,
H2,333,228,2023,ro,2,49.17,35.5,79.11,82.73,,Inner,Alive,No,,
H2,334,228,2023,hem,2,42.89,37.9,72.8,73.96,,Outer,Alive,No,Inner 56.5,
H2,336,228,2023,ro,2,35.22,37.7,85.25,91,,Inner,Alive,No,inner 64.46,
H2,338,228,2023,hem,2,78.65,34.5,85.25,85.64,,Inner,Stressed,No,,
H2,339,228,2023,hem,1,21.90,14.9,22.67,22.77,,Inner,Stressed,No,,
H2,341,228,2023,hem,2,43.39,19.0,43.99,44.06,,Inner,Stressed,No,,
H2,342,228,2023,hem,2,12.53,33.8,14.85,15.48,,Inner,Alive,No,,
H2,343,228,2023,yb,2,33.54,47.4,53.89,55.53,,Inner,Alive,No,,
H2,344,228,2023,ro,1,84.48,29.1,106.82,108.16,,Inner,Alive,No,,needs new band
H2,344,228,2023,ro,2,,,6.54,6.73,,Inner,Alive,No,,
H2,345,228,2023,hem,2,34.21,45.8,35.96,36.68,,Inner,Alive,No,,
H2,346,228,2023,rm,1,45.34,15.9,60.88,62.52,,Inner,Alive,No,,
H2,348,228,2023,rm,2,68.57,28.2,117.38,124.59,,Inner,Alive,No,,needs new band
H2,348,228,2023,rm,3,,,17.31,17.24,,Inner,Alive,No,,
H2,349,228,2023,hem,1,50.79,30.8,52.08,52.54,,Inner,Alive,No,,
H2,350,228,2023,rm,1,15.70,12.6,16.79,17.19,,Inner,Alive,No,,
H2,351,228,2023,hem,1,68.38,29.6,74.51,75.15,,Inner,Alive,No,,
H2,352,228,2023,ro,1,71.78,25.0,83.4,83.81,,Inner,Alive,No,,
H2,353,228,2023,hem,2,115.92,42.2,34.81,na,,Inner,Alive,No,,
H2,353,228,2023,hem,3,22.80,42.2,34.9,38.22,,Inner,Alive,No,,
H2,354,228,2023,ro,3,35.93,66.0,88.45,93.73,,Inner,Alive,No,,
H5,383,228,2023,hem,2,31.01,33.5,57.48,58.85,,Inner,Alive,No,,
H5,384,228,2023,rm,1,76.78,38.2,94.44,96.52,,Inner,Alive,No,,new band 7.15
H5,384,228,2023,rm,2,,,7.15,6.09,,Inner,Alive,No,,
H5,385,228,2023,hem,2,49.85,38.2,78.11,78.89,,Inner,Stressed,No,,top broken 3 m 
H5,388,228,2023,hem,2,73.22,31.6,120.36,122.37,,Inner,Alive,No,removed,new band 20.27
H5,388,228,2023,hem,3,,,20.27,19.84,,Inner,Alive,No,,
H5,389,228,2023,rm,1,34.15,43.4,38.45,38.44,,Inner,Alive,No,,
H5,392,228,2023,hem,1,35.78,25.1,39.91,40.22,,Inner,Stressed,No,,almost dead
H5,393,228,2023,yb,3,21.15,16.0,23.95,24.02,,Inner,Alive,No,,
H5,394,228,2023,hem,1,76.35,15.0,100.6,101.63,,Inner,Alive,No,,new 12.19
H5,394,228,2023,hem,2,,,12.19,11.77,,Inner,Alive,No,,
H5,396,228,2023,ro,2,46.69,22.1,78.33,79.73,,Inner,Alive,No,,
H5,396,228,2023,ro,3,8.64,,9.92,11.15,69.25,Inner,Alive,No,,
H5,397,228,2023,beech,1,47.56,65.3,60.67,62.12,,Outer,Alive,No,43.19 inner,
H5,398,228,2023,bb,1,54.17,13.6,76.23,77.51,,Inner,Alive,No,,
H5,399,228,2023,hem,2,28.33,19.2,53.4,54.7,,Inner,Alive,No,,
H5,400,228,2023,hem,3,70.91,16.00,73.9,74.61,,Inner,Stressed,No,removed,Almost dead
H5,400,228,2023,hem,4,14.62,16,14.28,14.4,,Inner,Alive,No,,
H5,402,228,2023,ro,2,32.14,29.3,72.15,75.93,,Inner,Alive,No,,
H5,403,228,2023,beech,2,69.58,23.7,na,na,,No Measurement,Dead,No,,
H5,404,228,2023,hem,2,32.06,20.0,36.5,36.76,,Inner,Stressed,No,,almost dead
H5,405,228,2023,hem,2,37.69,40.7,71.02,72.54,,Inner,Alive,No,,
H5,536,228,2023,hem,1,6.46,10.8,8.89,9.12,,Inner,Stressed,No,,almost dead
H5,743,228,2023,hem,1,14.61,10.7,16.55,16.48,,Inner,Alive,No,,
H5,810,228,2023,hem,1,29.52,10.7,36.96,39.82,,Inner,Stressed,No,,Almost dead
