plot,tag,jday,year,spp,dend.num,ref.dend,ref.dbh,prev.dend,dend,dbh,hole,status,Need New Band?,notes,ref.notes
H1,309,103,2023,ro,3,,,,18.69,,Inner,Alive,No,,
H1,310,103,2023,wp,1,41.22,21.4,43.24,43.97,,Inner,Alive,No,,
H1,311,103,2023,rm,1,75.00,19.0,95.21,96.2,,Inner,Alive,No,,
H1,313,103,2023,wp,3,49.43,48.8,77.46,82.47,,Inner,Alive,No,,
H1,314,103,2023,hem,2,60.65,51.2,83.96,83.97,,Inner,Alive,No,,
H1,317,103,2023,rm,2,53.13,27.1,104.39,109.18,,Inner,Alive,Yes,need new band dbh: 28.7,added spring
H1,318,103,2023,rm,3,57.72,25.5,106.83,109.28,26.25,Inner,Alive,Yes,needs new band dbh:26.6,
H1,319,103,2023,hem,2,34.52,48.4,63.33,64.97,,Inner,Alive,No,,
H1,320,103,2023,wp,2,42.27,31.9,61.92,67.11,,Outer,Alive,No,closer hole: 37.82,
H1,321,103,2023,rm,2,45.25,28.7,55.1,55.59,,Inner,Alive,No,,
H1,323,103,2023,rm,1,47.76,16.2,59.04,59.75,,Inner,Alive,No,,
H1,326,103,2023,rm,2,28.29,14.9,31.16,31.16,,Inner,Alive,No,,
H1,807,103,2023,hem,1,9.36,10.5,22.15,22.04,,Inner,Stressed,No,Snapped in half,
H1,841,103,2023,hem,2,75.20,14.40,NA,,,Inner,Alive,No,,
H1,841,103,2023,hem,3,13.85,14.40,21.88,22.8,,Inner,Dead,No,snapped 6 m,Dead
H1,842,103,2023,hem,1,36.45,11.6,62.68,64.78,,Inner,Alive,No,needs new band,new band 8.33
H1,842,103,2023,hem,2,,,,8.33,,Inner,Alive,No,,
H1,843,103,2023,hem,1,36.35,11.9,56.88,60.25,,Inner,Alive,No,needs new band,new band 13.51
H1,843,103,2023,hem,2,,,,13.51,,Inner,Alive,No,,
H1,844,103,2023,hem,1,24.13,11.3,36.43,37.75,,Inner,Alive,No,bent,
H1,899,103,2023,hem,2,17.73,13.1,34.85,36.14,,Inner,Alive,No,,
H2,327,103,2023,hem,2,29.58,34.8,36.25,36.54,,Inner,Alive,No,,
H2,329,103,2023,rm,2,38.18,19.7,42.26,42.4,,Inner,Alive,No,,
H2,330,103,2023,hem,1,28.21,24.6,28.61,28.33,,Inner,Alive,No,,status not checked
H2,331,103,2023,hem,1,46.88,19.9,49.41,49.54,,Inner,Alive,No,,
H2,333,103,2023,ro,2,49.17,35.5,74.38,79.11,,Inner,Alive,No,,
H2,334,103,2023,hem,2,42.89,37.9,71.05,72.8,,Inner,Alive,No,,
H2,336,103,2023,ro,2,35.22,37.7,79.33,85.25,,Inner,Alive,No,,
H2,338,103,2023,hem,2,78.65,34.5,84.65,85.25,,Inner,Alive,No,,
H2,339,103,2023,hem,1,21.90,14.9,22.7,22.67,,Inner,Alive,No,,
H2,341,103,2023,hem,2,43.39,19.0,43.89,43.99,,Inner,Alive,No,,
H2,342,103,2023,hem,2,12.53,33.8,14.93,14.85,,Inner,Alive,No,,
H2,343,103,2023,yb,2,33.54,47.4,52.46,53.89,,Inner,Alive,No,,
H2,344,103,2023,ro,1,84.48,29.1,103.59,106.82,,Inner,Alive,No,needs new band,new band 6.54
H2,344,103,2023,ro,2,,,,6.54,,Inner,Alive,No,,
H2,345,103,2023,hem,2,34.21,45.8,35.09,35.96,,Inner,Alive,No,,
H2,346,103,2023,rm,1,45.34,15.9,59.77,60.88,,Inner,Alive,No,,
H2,348,103,2023,rm,2,68.57,28.2,114.63,117.38,,Inner,Alive,No,needs new band,new band 17.31
H2,348,103,2023,rm,3,,,,17.31,,Inner,Alive,No,,
H2,349,103,2023,hem,1,50.79,30.8,52.13,52.08,,Inner,Alive,No,,
H2,350,103,2023,rm,1,15.70,12.6,17.02,16.79,,Inner,Alive,No,,
H2,351,103,2023,hem,1,68.38,29.6,73.86,74.51,,Inner,Alive,No,,
H2,352,103,2023,ro,1,71.78,25.0,82.09,83.4,,Inner,Alive,No,,
H2,353,103,2023,hem,2,115.92,42.2,31.22,34.81,,Inner,Alive,No,,
H2,353,103,2023,hem,3,22.80,42.2,31.25,34.9,,Inner,Alive,No,,
H2,354,103,2023,ro,3,35.93,66.0,84.12,88.45,,Inner,Alive,No,,
H5,383,103,2023,hem,2,31.01,33.5,55.17,57.48,,Inner,Alive,No,,
H5,384,103,2023,rm,1,76.78,38.2,94.06,94.44,,Inner,Alive,No,new band 7.15,new band
H5,384,103,2023,rm,2,,,,7.15,,Inner,Alive,No,,
H5,385,103,2023,hem,2,49.85,38.2,77.66,78.11,,Inner,Stressed,No,top broken 3 m ,
H5,388,103,2023,hem,2,73.22,31.6,116.64,120.36,,Inner,Alive,No,new band 20.27,new band
H5,388,103,2023,hem,3,,,,20.27,,Inner,Alive,No,,
H5,389,103,2023,rm,1,34.15,43.4,38.46,38.45,,Inner,Alive,No,,
H5,392,103,2023,hem,1,35.78,25.1,39.92,39.91,,Inner,Stressed,No,almost dead,
H5,393,103,2023,yb,3,21.15,16.0,22.58,23.95,,Inner,Alive,No,,
H5,394,103,2023,hem,1,76.35,15.0,99.03,100.6,,Inner,Alive,No,new 12.19,new band
H5,394,103,2023,hem,2,,,,12.19,,Inner,Alive,No,,
H5,396,103,2023,ro,2,46.69,22.1,75.55,78.33,,Inner,Alive,No,,"new band, DBH doesn't make sense - CHECK"
H5,396,103,2023,ro,3,8.64,,8.64,9.92,69.25,Inner,Alive,No,,
H5,397,103,2023,beech,1,47.56,65.3,59.01,60.67,,Inner,Alive,No,,
H5,398,103,2023,bb,1,54.17,13.6,76.19,76.23,,Inner,Alive,No,,
H5,399,103,2023,hem,2,28.33,19.2,51.93,53.4,,Inner,Alive,No,,
H5,400,103,2023,hem,3,70.91,16.00,72.86,73.9,,Inner,Stressed,No,Almost dead,
H5,400,103,2023,hem,4,14.62,16,14.36,14.28,,Inner,Alive,No,,
H5,402,103,2023,ro,2,32.14,29.3,67.5,72.15,,Inner,Alive,No,,
H5,403,103,2023,beech,2,69.58,23.7,NA,na,,No Measurement,Dead,No,,DEAD
H5,404,103,2023,hem,2,32.06,20.0,36.57,36.5,,Inner,Stressed,No,almost dead,
H5,405,103,2023,hem,2,37.69,40.7,68.99,71.02,,Inner,Alive,No,,
H5,536,103,2023,hem,1,6.46,10.8,8.71,8.89,,Inner,Stressed,No,almost dead,
H5,743,103,2023,hem,1,14.61,10.7,16.52,16.55,,Inner,Alive,No,,
H5,810,103,2023,hem,1,29.52,10.7,39.63,36.96,,Inner,Stressed,No,Almost dead,
